Sampling	Contig	PeakStart	PeakEnd	ReadCount	ReadDepth
BOOTSTRAP1	NZ_JH724079.1	1438935	1439436	31	29
BOOTSTRAP1	NZ_JH724079.1	1485553	1486053	131	34
BOOTSTRAP1	NZ_JH724079.1	1564741	1565241	130	34
BOOTSTRAP1	NZ_JH724079.1	1788568	1789068	129	32
BOOTSTRAP1	NZ_JH724079.1	1789069	1789569	39	30
BOOTSTRAP1	NZ_JH724079.1	1969285	1969785	108	31
BOOTSTRAP1	NZ_JH724079.1	1969786	1970286	17	16
BOOTSTRAP1	NZ_JH724079.1	1996344	1997344	107	25
BOOTSTRAP1	NZ_JH724079.1	2119697	2120197	131	30
BOOTSTRAP1	NZ_JH724079.1	2194529	2195029	121	31
BOOTSTRAP1	NZ_JH724079.1	2195030	2195530	30	24
BOOTSTRAP1	NZ_JH724079.1	2293742	2294242	103	25
BOOTSTRAP1	NZ_JH724079.1	2294252	2294752	11	6
BOOTSTRAP1	NZ_JH724079.1	2472749	2473249	139	28
BOOTSTRAP1	NZ_JH724079.1	2515591	2516091	145	41
BOOTSTRAP1	NZ_JH724079.1	2534325	2534825	160	31
BOOTSTRAP1	NZ_JH724079.1	2614934	2615434	125	37
BOOTSTRAP1	NZ_JH724079.1	2615441	2615941	18	18
BOOTSTRAP1	NZ_JH724079.1	2693424	2693924	142	34
BOOTSTRAP1	NZ_JH724079.1	2841183	2841683	137	33
BOOTSTRAP1	NZ_JH724079.1	2841691	2842191	14	14
BOOTSTRAP1	NZ_JH724079.1	2931085	2931585	142	43
BOOTSTRAP1	NZ_JH724079.1	3107435	3107935	130	49
BOOTSTRAP1	NZ_JH724079.1	3427333	3427833	130	31
BOOTSTRAP1	NZ_JH724079.1	3427841	3428341	24	24
BOOTSTRAP1	NZ_JH724079.1	3438829	3439329	129	30
BOOTSTRAP1	NZ_JH724079.1	3439330	3439830	30	27
BOOTSTRAP1	NZ_JH724079.1	3509756	3510256	159	43
BOOTSTRAP1	NZ_JH724079.1	3517283	3517783	9	5
BOOTSTRAP1	NZ_JH724079.1	3526515	3527015	172	37
BOOTSTRAP1	NZ_JH724079.1	3527018	3527518	20	20
BOOTSTRAP1	NZ_JH724079.1	3567889	3568389	143	37
BOOTSTRAP1	NZ_JH724079.1	3568396	3568896	48	36
BOOTSTRAP1	NZ_JH724079.1	3815529	3816029	145	33
BOOTSTRAP1	NZ_JH724079.1	3885703	3886203	98	30
BOOTSTRAP1	NZ_JH724079.1	3886206	3886706	35	28
BOOTSTRAP1	NZ_JH724079.1	3919515	3920015	110	29
BOOTSTRAP1	NZ_JH724080.1	93787	94287	163	48
BOOTSTRAP1	NZ_JH724080.1	210263	210763	40	38
BOOTSTRAP1	NZ_JH724080.1	234695	235195	18	15
BOOTSTRAP1	NZ_JH724080.1	295669	296169	15	13
BOOTSTRAP1	NZ_JH724080.1	390678	391178	28	21
BOOTSTRAP1	NZ_JH724081.1	23704	24204	140	40
BOOTSTRAP1	NZ_JH724081.1	209623	210123	142	35
BOOTSTRAP1	NZ_JH724081.1	330261	330761	146	34
BOOTSTRAP1	NZ_JH724081.1	429293	429793	103	33
BOOTSTRAP1	NZ_JH724082.1	26669	27169	164	37
BOOTSTRAP1	NZ_JH724082.1	34639	35139	22	22
BOOTSTRAP2	NZ_JH724079.1	117412	118412	130	27
BOOTSTRAP2	NZ_JH724079.1	130533	131446	141	33
BOOTSTRAP2	NZ_JH724079.1	435160	435660	6	5
BOOTSTRAP2	NZ_JH724079.1	491036	491975	140	31
BOOTSTRAP2	NZ_JH724079.1	935817	936317	118	27
BOOTSTRAP2	NZ_JH724079.1	1083887	1084387	146	34
BOOTSTRAP2	NZ_JH724079.1	1208134	1208641	141	39
BOOTSTRAP2	NZ_JH724079.1	1255341	1255841	56	18
BOOTSTRAP2	NZ_JH724079.1	1324954	1325454	102	26
BOOTSTRAP2	NZ_JH724079.1	1366425	1366925	143	35
BOOTSTRAP2	NZ_JH724079.1	1419141	1419641	161	33
BOOTSTRAP2	NZ_JH724079.1	1438935	1439436	32	27
BOOTSTRAP2	NZ_JH724079.1	1485553	1486053	140	30
BOOTSTRAP2	NZ_JH724079.1	1564741	1565241	92	27
BOOTSTRAP2	NZ_JH724079.1	1788568	1789068	134	33
BOOTSTRAP2	NZ_JH724079.1	1789069	1789569	33	20
BOOTSTRAP2	NZ_JH724079.1	1969285	1969785	129	33
BOOTSTRAP2	NZ_JH724079.1	1969786	1970286	23	22
BOOTSTRAP2	NZ_JH724079.1	1996344	1997344	124	29
BOOTSTRAP2	NZ_JH724079.1	2119697	2120197	125	29
BOOTSTRAP2	NZ_JH724079.1	2194529	2195029	130	36
BOOTSTRAP2	NZ_JH724079.1	2195030	2195530	25	19
BOOTSTRAP2	NZ_JH724079.1	2293742	2294242	99	28
BOOTSTRAP2	NZ_JH724079.1	2294252	2294752	11	10
BOOTSTRAP2	NZ_JH724079.1	2472749	2473249	161	36
BOOTSTRAP2	NZ_JH724079.1	2515591	2516091	146	47
BOOTSTRAP2	NZ_JH724079.1	2534325	2534825	145	34
BOOTSTRAP2	NZ_JH724079.1	2614934	2615434	139	33
BOOTSTRAP2	NZ_JH724079.1	2615441	2615941	34	30
BOOTSTRAP2	NZ_JH724079.1	2693424	2693924	129	36
BOOTSTRAP2	NZ_JH724079.1	2841183	2841683	133	33
BOOTSTRAP2	NZ_JH724079.1	2841691	2842191	10	10
BOOTSTRAP2	NZ_JH724079.1	2931085	2931585	158	35
BOOTSTRAP2	NZ_JH724079.1	3107435	3107935	113	30
BOOTSTRAP2	NZ_JH724079.1	3427333	3427833	157	39
BOOTSTRAP2	NZ_JH724079.1	3427841	3428341	14	13
BOOTSTRAP2	NZ_JH724079.1	3438829	3439329	123	36
BOOTSTRAP2	NZ_JH724079.1	3439330	3439830	21	19
BOOTSTRAP2	NZ_JH724079.1	3509756	3510256	139	37
BOOTSTRAP2	NZ_JH724079.1	3517283	3517783	22	8
BOOTSTRAP2	NZ_JH724079.1	3526515	3527015	176	43
BOOTSTRAP2	NZ_JH724079.1	3527018	3527518	18	18
BOOTSTRAP2	NZ_JH724079.1	3567889	3568389	146	41
BOOTSTRAP2	NZ_JH724079.1	3568396	3568896	39	31
BOOTSTRAP2	NZ_JH724079.1	3815529	3816029	160	39
BOOTSTRAP2	NZ_JH724079.1	3885703	3886203	131	38
BOOTSTRAP2	NZ_JH724079.1	3886206	3886706	38	33
BOOTSTRAP2	NZ_JH724079.1	3919515	3920015	112	29
BOOTSTRAP2	NZ_JH724080.1	93787	94287	151	42
BOOTSTRAP2	NZ_JH724080.1	210263	210763	27	24
BOOTSTRAP2	NZ_JH724080.1	234695	235195	28	24
BOOTSTRAP2	NZ_JH724080.1	295669	296169	19	17
BOOTSTRAP2	NZ_JH724080.1	390678	391178	22	20
BOOTSTRAP2	NZ_JH724081.1	23704	24204	108	30
BOOTSTRAP2	NZ_JH724081.1	209623	210123	116	37
BOOTSTRAP2	NZ_JH724081.1	330261	330761	142	30
BOOTSTRAP2	NZ_JH724081.1	429293	429793	126	33
BOOTSTRAP2	NZ_JH724082.1	26669	27169	147	33
BOOTSTRAP2	NZ_JH724082.1	34639	35139	20	20
BOOTSTRAP3	NZ_JH724079.1	117412	118412	150	35
BOOTSTRAP3	NZ_JH724079.1	130533	131446	144	34
BOOTSTRAP3	NZ_JH724079.1	435160	435660	8	6
BOOTSTRAP3	NZ_JH724079.1	491036	491975	148	37
BOOTSTRAP3	NZ_JH724079.1	935817	936317	145	38
BOOTSTRAP3	NZ_JH724079.1	1083887	1084387	119	30
BOOTSTRAP3	NZ_JH724079.1	1208134	1208641	155	45
BOOTSTRAP3	NZ_JH724079.1	1255341	1255841	61	20
BOOTSTRAP3	NZ_JH724079.1	1324954	1325454	131	43
BOOTSTRAP3	NZ_JH724079.1	1366425	1366925	163	35
BOOTSTRAP3	NZ_JH724079.1	1419141	1419641	147	33
BOOTSTRAP3	NZ_JH724079.1	1438935	1439436	31	28
BOOTSTRAP3	NZ_JH724079.1	1485553	1486053	151	41
BOOTSTRAP3	NZ_JH724079.1	1564741	1565241	132	28
BOOTSTRAP3	NZ_JH724079.1	1788568	1789068	138	35
BOOTSTRAP3	NZ_JH724079.1	1789069	1789569	40	33
BOOTSTRAP3	NZ_JH724079.1	1969285	1969785	144	33
BOOTSTRAP3	NZ_JH724079.1	1969786	1970286	32	29
BOOTSTRAP3	NZ_JH724079.1	1996344	1997344	112	28
BOOTSTRAP3	NZ_JH724079.1	2119697	2120197	139	30
BOOTSTRAP3	NZ_JH724079.1	2194529	2195029	128	35
BOOTSTRAP3	NZ_JH724079.1	2195030	2195530	20	19
BOOTSTRAP3	NZ_JH724079.1	2293742	2294242	107	33
BOOTSTRAP3	NZ_JH724079.1	2294252	2294752	15	11
BOOTSTRAP3	NZ_JH724079.1	2472749	2473249	147	38
BOOTSTRAP3	NZ_JH724079.1	2515591	2516091	111	32
BOOTSTRAP3	NZ_JH724079.1	2534325	2534825	152	39
BOOTSTRAP3	NZ_JH724079.1	2614934	2615434	134	34
BOOTSTRAP3	NZ_JH724079.1	2615441	2615941	20	18
BOOTSTRAP3	NZ_JH724079.1	2693424	2693924	144	39
BOOTSTRAP3	NZ_JH724079.1	2841183	2841683	143	39
BOOTSTRAP3	NZ_JH724079.1	2841691	2842191	12	12
BOOTSTRAP3	NZ_JH724079.1	2931085	2931585	129	34
BOOTSTRAP3	NZ_JH724079.1	3107435	3107935	137	34
BOOTSTRAP3	NZ_JH724079.1	3427333	3427833	135	33
BOOTSTRAP3	NZ_JH724079.1	3427841	3428341	15	14
BOOTSTRAP3	NZ_JH724079.1	3438829	3439329	114	32
BOOTSTRAP3	NZ_JH724079.1	3439330	3439830	36	31
BOOTSTRAP3	NZ_JH724079.1	3509756	3510256	131	34
BOOTSTRAP3	NZ_JH724079.1	3517283	3517783	15	5
BOOTSTRAP3	NZ_JH724079.1	3526515	3527015	182	41
BOOTSTRAP3	NZ_JH724079.1	3527018	3527518	19	19
BOOTSTRAP3	NZ_JH724079.1	3567889	3568389	126	39
BOOTSTRAP3	NZ_JH724079.1	3568396	3568896	34	28
BOOTSTRAP3	NZ_JH724079.1	3815529	3816029	160	34
BOOTSTRAP3	NZ_JH724079.1	3885703	3886203	121	47
BOOTSTRAP3	NZ_JH724079.1	3886206	3886706	34	28
BOOTSTRAP3	NZ_JH724079.1	3919515	3920015	104	26
BOOTSTRAP3	NZ_JH724080.1	93787	94287	128	35
BOOTSTRAP3	NZ_JH724080.1	210263	210763	24	21
BOOTSTRAP3	NZ_JH724080.1	234695	235195	24	21
BOOTSTRAP3	NZ_JH724080.1	295669	296169	28	24
BOOTSTRAP3	NZ_JH724080.1	390678	391178	29	22
BOOTSTRAP3	NZ_JH724081.1	23704	24204	131	33
BOOTSTRAP3	NZ_JH724081.1	209623	210123	134	38
BOOTSTRAP3	NZ_JH724081.1	330261	330761	147	36
BOOTSTRAP3	NZ_JH724081.1	429293	429793	110	33
BOOTSTRAP3	NZ_JH724082.1	26669	27169	140	39
BOOTSTRAP3	NZ_JH724082.1	34639	35139	27	27
BOOTSTRAP4	NZ_JH724079.1	117412	118412	144	28
BOOTSTRAP4	NZ_JH724079.1	130533	131446	128	35
BOOTSTRAP4	NZ_JH724079.1	435160	435660	9	8
BOOTSTRAP4	NZ_JH724079.1	491036	491975	141	32
BOOTSTRAP4	NZ_JH724079.1	935817	936317	122	35
BOOTSTRAP4	NZ_JH724079.1	1083887	1084387	146	35
BOOTSTRAP4	NZ_JH724079.1	1208134	1208641	146	38
BOOTSTRAP4	NZ_JH724079.1	1255341	1255841	48	15
BOOTSTRAP4	NZ_JH724079.1	1324954	1325454	114	26
BOOTSTRAP4	NZ_JH724079.1	1366425	1366925	165	47
BOOTSTRAP4	NZ_JH724079.1	1419141	1419641	136	30
BOOTSTRAP4	NZ_JH724079.1	1438935	1439436	41	41
BOOTSTRAP4	NZ_JH724079.1	1485553	1486053	143	42
BOOTSTRAP4	NZ_JH724079.1	1564741	1565241	107	28
BOOTSTRAP4	NZ_JH724079.1	1788568	1789068	126	29
BOOTSTRAP4	NZ_JH724079.1	1789069	1789569	29	25
BOOTSTRAP4	NZ_JH724079.1	1969285	1969785	113	32
BOOTSTRAP4	NZ_JH724079.1	1969786	1970286	14	12
BOOTSTRAP4	NZ_JH724079.1	1996344	1997344	130	28
BOOTSTRAP4	NZ_JH724079.1	2119697	2120197	147	38
BOOTSTRAP4	NZ_JH724079.1	2194529	2195029	123	30
BOOTSTRAP4	NZ_JH724079.1	2195030	2195530	23	19
BOOTSTRAP4	NZ_JH724079.1	2293742	2294242	100	27
BOOTSTRAP4	NZ_JH724079.1	2294252	2294752	14	9
BOOTSTRAP4	NZ_JH724079.1	2472749	2473249	150	31
BOOTSTRAP4	NZ_JH724079.1	2515591	2516091	142	36
BOOTSTRAP4	NZ_JH724079.1	2534325	2534825	155	34
BOOTSTRAP4	NZ_JH724079.1	2614934	2615434	145	40
BOOTSTRAP4	NZ_JH724079.1	2615441	2615941	25	19
BOOTSTRAP4	NZ_JH724079.1	2693424	2693924	144	43
BOOTSTRAP4	NZ_JH724079.1	2841183	2841683	158	42
BOOTSTRAP4	NZ_JH724079.1	2841691	2842191	21	21
BOOTSTRAP4	NZ_JH724079.1	2931085	2931585	138	31
BOOTSTRAP4	NZ_JH724079.1	3107435	3107935	114	26
BOOTSTRAP4	NZ_JH724079.1	3427333	3427833	122	33
BOOTSTRAP4	NZ_JH724079.1	3427841	3428341	13	13
BOOTSTRAP4	NZ_JH724079.1	3438829	3439329	126	32
BOOTSTRAP4	NZ_JH724079.1	3439330	3439830	33	28
BOOTSTRAP4	NZ_JH724079.1	3509756	3510256	149	39
BOOTSTRAP4	NZ_JH724079.1	3517283	3517783	19	7
BOOTSTRAP4	NZ_JH724079.1	3526515	3527015	175	38
BOOTSTRAP4	NZ_JH724079.1	3527018	3527518	21	21
BOOTSTRAP4	NZ_JH724079.1	3567889	3568389	138	35
BOOTSTRAP4	NZ_JH724079.1	3568396	3568896	31	24
BOOTSTRAP4	NZ_JH724079.1	3815529	3816029	149	34
BOOTSTRAP4	NZ_JH724079.1	3885703	3886203	142	45
BOOTSTRAP4	NZ_JH724079.1	3886206	3886706	29	24
BOOTSTRAP4	NZ_JH724079.1	3919515	3920015	122	30
BOOTSTRAP4	NZ_JH724080.1	93787	94287	157	43
BOOTSTRAP4	NZ_JH724080.1	210263	210763	16	14
BOOTSTRAP4	NZ_JH724080.1	234695	235195	34	30
BOOTSTRAP4	NZ_JH724080.1	295669	296169	23	22
BOOTSTRAP4	NZ_JH724080.1	390678	391178	24	18
BOOTSTRAP4	NZ_JH724081.1	23704	24204	125	35
BOOTSTRAP4	NZ_JH724081.1	209623	210123	134	42
BOOTSTRAP4	NZ_JH724081.1	330261	330761	130	32
BOOTSTRAP4	NZ_JH724081.1	429293	429793	115	30
BOOTSTRAP4	NZ_JH724082.1	26669	27169	129	36
BOOTSTRAP4	NZ_JH724082.1	34639	35139	16	16
BOOTSTRAP5	NZ_JH724079.1	117412	118412	160	32
BOOTSTRAP5	NZ_JH724079.1	130533	131446	145	38
BOOTSTRAP5	NZ_JH724079.1	435160	435660	11	10
BOOTSTRAP5	NZ_JH724079.1	491036	491975	160	38
BOOTSTRAP5	NZ_JH724079.1	935817	936317	128	34
BOOTSTRAP5	NZ_JH724079.1	1083887	1084387	137	32
BOOTSTRAP5	NZ_JH724079.1	1208134	1208641	171	41
BOOTSTRAP5	NZ_JH724079.1	1255341	1255841	42	11
BOOTSTRAP5	NZ_JH724079.1	1324954	1325454	119	30
BOOTSTRAP5	NZ_JH724079.1	1366425	1366925	145	39
BOOTSTRAP5	NZ_JH724079.1	1419141	1419641	143	30
BOOTSTRAP5	NZ_JH724079.1	1438935	1439436	40	39
BOOTSTRAP5	NZ_JH724079.1	1485553	1486053	141	50
BOOTSTRAP5	NZ_JH724079.1	1564741	1565241	116	28
BOOTSTRAP5	NZ_JH724079.1	1788568	1789068	122	35
BOOTSTRAP5	NZ_JH724079.1	1789069	1789569	31	24
BOOTSTRAP5	NZ_JH724079.1	1969285	1969785	131	35
BOOTSTRAP5	NZ_JH724079.1	1969786	1970286	27	23
BOOTSTRAP5	NZ_JH724079.1	1996344	1997344	119	29
BOOTSTRAP5	NZ_JH724079.1	2119697	2120197	125	32
BOOTSTRAP5	NZ_JH724079.1	2194529	2195029	117	30
BOOTSTRAP5	NZ_JH724079.1	2195030	2195530	18	15
BOOTSTRAP5	NZ_JH724079.1	2293742	2294242	114	32
BOOTSTRAP5	NZ_JH724079.1	2294252	2294752	17	13
BOOTSTRAP5	NZ_JH724079.1	2472749	2473249	148	43
BOOTSTRAP5	NZ_JH724079.1	2515591	2516091	110	29
BOOTSTRAP5	NZ_JH724079.1	2534325	2534825	154	30
BOOTSTRAP5	NZ_JH724079.1	2614934	2615434	135	35
BOOTSTRAP5	NZ_JH724079.1	2615441	2615941	15	13
BOOTSTRAP5	NZ_JH724079.1	2693424	2693924	153	51
BOOTSTRAP5	NZ_JH724079.1	2841183	2841683	146	43
BOOTSTRAP5	NZ_JH724079.1	2841691	2842191	10	10
BOOTSTRAP5	NZ_JH724079.1	2931085	2931585	126	35
BOOTSTRAP5	NZ_JH724079.1	3107435	3107935	122	31
BOOTSTRAP5	NZ_JH724079.1	3427333	3427833	139	35
BOOTSTRAP5	NZ_JH724079.1	3427841	3428341	20	17
BOOTSTRAP5	NZ_JH724079.1	3438829	3439329	133	35
BOOTSTRAP5	NZ_JH724079.1	3439330	3439830	31	29
BOOTSTRAP5	NZ_JH724079.1	3509756	3510256	141	37
BOOTSTRAP5	NZ_JH724079.1	3517283	3517783	16	6
BOOTSTRAP5	NZ_JH724079.1	3526515	3527015	143	35
BOOTSTRAP5	NZ_JH724079.1	3527018	3527518	18	18
BOOTSTRAP5	NZ_JH724079.1	3567889	3568389	140	36
BOOTSTRAP5	NZ_JH724079.1	3568396	3568896	26	21
BOOTSTRAP5	NZ_JH724079.1	3815529	3816029	149	36
BOOTSTRAP5	NZ_JH724079.1	3885703	3886203	137	50
BOOTSTRAP5	NZ_JH724079.1	3886206	3886706	40	29
BOOTSTRAP5	NZ_JH724079.1	3919515	3920015	107	30
BOOTSTRAP5	NZ_JH724080.1	93787	94287	141	34
BOOTSTRAP5	NZ_JH724080.1	210263	210763	28	25
BOOTSTRAP5	NZ_JH724080.1	234695	235195	28	25
BOOTSTRAP5	NZ_JH724080.1	295669	296169	22	16
BOOTSTRAP5	NZ_JH724080.1	390678	391178	28	21
BOOTSTRAP5	NZ_JH724081.1	23704	24204	126	37
BOOTSTRAP5	NZ_JH724081.1	209623	210123	114	34
BOOTSTRAP5	NZ_JH724081.1	330261	330761	124	29
BOOTSTRAP5	NZ_JH724081.1	429293	429793	128	33
BOOTSTRAP5	NZ_JH724082.1	26669	27169	148	42
BOOTSTRAP5	NZ_JH724082.1	34639	35139	13	13
BOOTSTRAP6	NZ_JH724079.1	117412	118412	136	31
BOOTSTRAP6	NZ_JH724079.1	130533	131446	140	34
BOOTSTRAP6	NZ_JH724079.1	435160	435660	7	7
BOOTSTRAP6	NZ_JH724079.1	491036	491975	136	36
BOOTSTRAP6	NZ_JH724079.1	935817	936317	132	39
BOOTSTRAP6	NZ_JH724079.1	1083887	1084387	115	27
BOOTSTRAP6	NZ_JH724079.1	1208134	1208641	148	34
BOOTSTRAP6	NZ_JH724079.1	1255341	1255841	45	15
BOOTSTRAP6	NZ_JH724079.1	1324954	1325454	128	30
BOOTSTRAP6	NZ_JH724079.1	1366425	1366925	165	41
BOOTSTRAP6	NZ_JH724079.1	1419141	1419641	142	29
BOOTSTRAP6	NZ_JH724079.1	1438935	1439436	26	26
BOOTSTRAP6	NZ_JH724079.1	1485553	1486053	147	40
BOOTSTRAP6	NZ_JH724079.1	1564741	1565241	106	26
BOOTSTRAP6	NZ_JH724079.1	1788568	1789068	134	36
BOOTSTRAP6	NZ_JH724079.1	1789069	1789569	24	19
BOOTSTRAP6	NZ_JH724079.1	1969285	1969785	132	36
BOOTSTRAP6	NZ_JH724079.1	1969786	1970286	19	19
BOOTSTRAP6	NZ_JH724079.1	1996344	1997344	131	37
BOOTSTRAP6	NZ_JH724079.1	2119697	2120197	120	24
BOOTSTRAP6	NZ_JH724079.1	2194529	2195029	137	36
BOOTSTRAP6	NZ_JH724079.1	2195030	2195530	16	16
BOOTSTRAP6	NZ_JH724079.1	2293742	2294242	99	28
BOOTSTRAP6	NZ_JH724079.1	2294252	2294752	15	10
BOOTSTRAP6	NZ_JH724079.1	2472749	2473249	147	40
BOOTSTRAP6	NZ_JH724079.1	2515591	2516091	141	45
BOOTSTRAP6	NZ_JH724079.1	2534325	2534825	165	39
BOOTSTRAP6	NZ_JH724079.1	2614934	2615434	154	50
BOOTSTRAP6	NZ_JH724079.1	2615441	2615941	22	18
BOOTSTRAP6	NZ_JH724079.1	2693424	2693924	143	40
BOOTSTRAP6	NZ_JH724079.1	2841183	2841683	145	37
BOOTSTRAP6	NZ_JH724079.1	2841691	2842191	17	17
BOOTSTRAP6	NZ_JH724079.1	2931085	2931585	126	35
BOOTSTRAP6	NZ_JH724079.1	3107435	3107935	135	37
BOOTSTRAP6	NZ_JH724079.1	3427333	3427833	119	33
BOOTSTRAP6	NZ_JH724079.1	3427841	3428341	14	14
BOOTSTRAP6	NZ_JH724079.1	3438829	3439329	119	27
BOOTSTRAP6	NZ_JH724079.1	3439330	3439830	32	30
BOOTSTRAP6	NZ_JH724079.1	3509756	3510256	150	41
BOOTSTRAP6	NZ_JH724079.1	3517283	3517783	13	5
BOOTSTRAP6	NZ_JH724079.1	3526515	3527015	169	37
BOOTSTRAP6	NZ_JH724079.1	3527018	3527518	22	22
BOOTSTRAP6	NZ_JH724079.1	3567889	3568389	152	44
BOOTSTRAP6	NZ_JH724079.1	3568396	3568896	39	36
BOOTSTRAP6	NZ_JH724079.1	3815529	3816029	139	35
BOOTSTRAP6	NZ_JH724079.1	3885703	3886203	138	38
BOOTSTRAP6	NZ_JH724079.1	3886206	3886706	33	23
BOOTSTRAP6	NZ_JH724079.1	3919515	3920015	115	35
BOOTSTRAP6	NZ_JH724080.1	93787	94287	132	34
BOOTSTRAP6	NZ_JH724080.1	210263	210763	33	32
BOOTSTRAP6	NZ_JH724080.1	234695	235195	31	24
BOOTSTRAP6	NZ_JH724080.1	295669	296169	17	14
BOOTSTRAP6	NZ_JH724080.1	390678	391178	23	21
BOOTSTRAP6	NZ_JH724081.1	23704	24204	128	43
BOOTSTRAP6	NZ_JH724081.1	209623	210123	137	34
BOOTSTRAP6	NZ_JH724081.1	330261	330761	145	37
BOOTSTRAP6	NZ_JH724081.1	429293	429793	118	32
BOOTSTRAP6	NZ_JH724082.1	26669	27169	151	34
BOOTSTRAP6	NZ_JH724082.1	34639	35139	18	18
BOOTSTRAP7	NZ_JH724079.1	117412	118412	130	30
BOOTSTRAP7	NZ_JH724079.1	130533	131446	150	36
BOOTSTRAP7	NZ_JH724079.1	435160	435660	15	11
BOOTSTRAP7	NZ_JH724079.1	491036	491975	153	46
BOOTSTRAP7	NZ_JH724079.1	935817	936317	150	37
BOOTSTRAP7	NZ_JH724079.1	1083887	1084387	137	33
BOOTSTRAP7	NZ_JH724079.1	1208134	1208641	143	41
