Sampling	Contig	PeakStart	PeakEnd	ReadCount	ReadDepth
BOOTSTRAP2	NZ_JH724079.1	2293742	2294242	121	39
BOOTSTRAP2	NZ_JH724079.1	2294252	2294752	19	13
BOOTSTRAP2	NZ_JH724079.1	2472749	2473249	173	39
BOOTSTRAP2	NZ_JH724079.1	2515591	2516091	140	39
BOOTSTRAP2	NZ_JH724079.1	2534325	2534825	126	29
BOOTSTRAP2	NZ_JH724079.1	2614934	2615434	151	38
BOOTSTRAP2	NZ_JH724079.1	2615441	2615941	15	14
BOOTSTRAP2	NZ_JH724079.1	2693424	2693924	132	38
BOOTSTRAP2	NZ_JH724079.1	2841183	2841683	128	36
BOOTSTRAP2	NZ_JH724079.1	2841691	2842191	5	5
BOOTSTRAP2	NZ_JH724079.1	2931085	2931585	140	40
BOOTSTRAP2	NZ_JH724079.1	3107435	3107935	150	39
BOOTSTRAP2	NZ_JH724079.1	3427333	3427833	134	36
BOOTSTRAP2	NZ_JH724079.1	3427841	3428341	24	23
BOOTSTRAP2	NZ_JH724079.1	3438829	3439329	138	34
BOOTSTRAP2	NZ_JH724079.1	3439330	3439830	31	30
BOOTSTRAP2	NZ_JH724079.1	3509756	3510256	152	42
BOOTSTRAP2	NZ_JH724079.1	3517283	3517783	14	8
BOOTSTRAP2	NZ_JH724079.1	3526515	3527015	170	38
BOOTSTRAP2	NZ_JH724079.1	3527018	3527518	25	25
BOOTSTRAP2	NZ_JH724079.1	3567889	3568389	156	42
BOOTSTRAP2	NZ_JH724079.1	3568396	3568896	28	23
BOOTSTRAP2	NZ_JH724079.1	3815529	3816029	149	31
BOOTSTRAP2	NZ_JH724079.1	3885703	3886203	116	42
BOOTSTRAP2	NZ_JH724079.1	3886206	3886706	37	24
BOOTSTRAP2	NZ_JH724079.1	3919515	3920015	108	31
BOOTSTRAP2	NZ_JH724080.1	93787	94287	149	42
BOOTSTRAP2	NZ_JH724080.1	210263	210763	43	40
BOOTSTRAP2	NZ_JH724080.1	234695	235195	30	25
BOOTSTRAP2	NZ_JH724080.1	295669	296169	14	13
BOOTSTRAP2	NZ_JH724080.1	390678	391178	24	17
BOOTSTRAP2	NZ_JH724081.1	23704	24204	115	31
BOOTSTRAP2	NZ_JH724081.1	209623	210123	120	35
BOOTSTRAP2	NZ_JH724081.1	330261	330761	129	31
BOOTSTRAP2	NZ_JH724081.1	429293	429793	124	35
BOOTSTRAP2	NZ_JH724082.1	26669	27169	136	35
BOOTSTRAP2	NZ_JH724082.1	34639	35139	13	13
BOOTSTRAP3	NZ_JH724079.1	117412	118412	308	69
BOOTSTRAP3	NZ_JH724079.1	130533	131446	261	63
BOOTSTRAP3	NZ_JH724079.1	435160	435660	12	11
BOOTSTRAP3	NZ_JH724079.1	491036	491975	276	65
BOOTSTRAP3	NZ_JH724079.1	935817	936317	252	59
BOOTSTRAP3	NZ_JH724079.1	1083887	1084387	256	58
BOOTSTRAP3	NZ_JH724079.1	1208134	1208641	289	70
BOOTSTRAP3	NZ_JH724079.1	1255341	1255841	82	26
BOOTSTRAP3	NZ_JH724079.1	1324954	1325454	252	60
BOOTSTRAP3	NZ_JH724079.1	1366425	1366925	298	76
BOOTSTRAP3	NZ_JH724079.1	1419141	1419641	276	71
BOOTSTRAP3	NZ_JH724079.1	1438935	1439436	73	69
BOOTSTRAP3	NZ_JH724079.1	1485553	1486053	272	76
BOOTSTRAP3	NZ_JH724079.1	1564741	1565241	219	51
BOOTSTRAP3	NZ_JH724079.1	1788568	1789068	277	71
BOOTSTRAP3	NZ_JH724079.1	1789069	1789569	68	54
BOOTSTRAP3	NZ_JH724079.1	1969285	1969785	249	77
BOOTSTRAP3	NZ_JH724079.1	1969786	1970286	35	30
BOOTSTRAP3	NZ_JH724079.1	1996344	1997344	222	52
BOOTSTRAP3	NZ_JH724079.1	2119697	2120197	123	34
BOOTSTRAP3	NZ_JH724079.1	2194529	2195029	117	37
BOOTSTRAP3	NZ_JH724079.1	2195030	2195530	19	14
BOOTSTRAP3	NZ_JH724079.1	2293742	2294242	103	36
BOOTSTRAP3	NZ_JH724079.1	2294252	2294752	17	13
BOOTSTRAP3	NZ_JH724079.1	2472749	2473249	146	36
BOOTSTRAP3	NZ_JH724079.1	2515591	2516091	145	39
BOOTSTRAP3	NZ_JH724079.1	2534325	2534825	175	39
BOOTSTRAP3	NZ_JH724079.1	2614934	2615434	139	43
BOOTSTRAP3	NZ_JH724079.1	2615441	2615941	16	13
BOOTSTRAP3	NZ_JH724079.1	2693424	2693924	142	43
BOOTSTRAP3	NZ_JH724079.1	2841183	2841683	150	32
BOOTSTRAP3	NZ_JH724079.1	2841691	2842191	14	14
BOOTSTRAP3	NZ_JH724079.1	2931085	2931585	132	31
BOOTSTRAP3	NZ_JH724079.1	3107435	3107935	147	44
BOOTSTRAP3	NZ_JH724079.1	3427333	3427833	143	36
BOOTSTRAP3	NZ_JH724079.1	3427841	3428341	16	16
BOOTSTRAP3	NZ_JH724079.1	3438829	3439329	143	40
BOOTSTRAP3	NZ_JH724079.1	3439330	3439830	23	20
BOOTSTRAP3	NZ_JH724079.1	3509756	3510256	141	41
BOOTSTRAP3	NZ_JH724079.1	3517283	3517783	13	5
BOOTSTRAP3	NZ_JH724079.1	3526515	3527015	178	41
BOOTSTRAP3	NZ_JH724079.1	3527018	3527518	22	22
BOOTSTRAP3	NZ_JH724079.1	3567889	3568389	135	34
BOOTSTRAP3	NZ_JH724079.1	3568396	3568896	37	30
BOOTSTRAP3	NZ_JH724079.1	3815529	3816029	134	36
BOOTSTRAP3	NZ_JH724079.1	3885703	3886203	126	40
BOOTSTRAP3	NZ_JH724079.1	3886206	3886706	36	28
BOOTSTRAP3	NZ_JH724079.1	3919515	3920015	118	33
BOOTSTRAP3	NZ_JH724080.1	93787	94287	144	43
BOOTSTRAP3	NZ_JH724080.1	210263	210763	28	23
BOOTSTRAP3	NZ_JH724080.1	234695	235195	23	19
BOOTSTRAP3	NZ_JH724080.1	295669	296169	16	15
BOOTSTRAP3	NZ_JH724080.1	390678	391178	31	20
BOOTSTRAP3	NZ_JH724081.1	23704	24204	131	46
BOOTSTRAP3	NZ_JH724081.1	209623	210123	118	33
BOOTSTRAP3	NZ_JH724081.1	330261	330761	141	38
BOOTSTRAP3	NZ_JH724081.1	429293	429793	111	32
BOOTSTRAP3	NZ_JH724082.1	26669	27169	178	39
BOOTSTRAP3	NZ_JH724082.1	34639	35139	16	16
BOOTSTRAP4	NZ_JH724079.1	117412	118412	265	55
BOOTSTRAP4	NZ_JH724079.1	130533	131446	308	68
BOOTSTRAP4	NZ_JH724079.1	435160	435660	17	13
BOOTSTRAP4	NZ_JH724079.1	491036	491975	277	65
BOOTSTRAP4	NZ_JH724079.1	935817	936317	255	63
BOOTSTRAP4	NZ_JH724079.1	1083887	1084387	258	55
BOOTSTRAP4	NZ_JH724079.1	1208134	1208641	272	68
BOOTSTRAP4	NZ_JH724079.1	1255341	1255841	103	33
BOOTSTRAP4	NZ_JH724079.1	1324954	1325454	267	66
BOOTSTRAP4	NZ_JH724079.1	1366425	1366925	318	85
BOOTSTRAP4	NZ_JH724079.1	1419141	1419641	266	52
BOOTSTRAP4	NZ_JH724079.1	1438935	1439436	54	54
BOOTSTRAP4	NZ_JH724079.1	1485553	1486053	266	72
BOOTSTRAP4	NZ_JH724079.1	1564741	1565241	254	60
BOOTSTRAP4	NZ_JH724079.1	1788568	1789068	260	61
BOOTSTRAP4	NZ_JH724079.1	1789069	1789569	54	38
BOOTSTRAP4	NZ_JH724079.1	1969285	1969785	251	62
BOOTSTRAP4	NZ_JH724079.1	1969786	1970286	38	38
BOOTSTRAP4	NZ_JH724079.1	1996344	1997344	246	56
BOOTSTRAP4	NZ_JH724079.1	2119697	2120197	128	30
BOOTSTRAP4	NZ_JH724079.1	2194529	2195029	120	30
BOOTSTRAP4	NZ_JH724079.1	2195030	2195530	19	15
BOOTSTRAP4	NZ_JH724079.1	2293742	2294242	106	30
BOOTSTRAP4	NZ_JH724079.1	2294252	2294752	14	10
BOOTSTRAP4	NZ_JH724079.1	2472749	2473249	146	33
BOOTSTRAP4	NZ_JH724079.1	2515591	2516091	137	39
BOOTSTRAP4	NZ_JH724079.1	2534325	2534825	154	41
BOOTSTRAP4	NZ_JH724079.1	2614934	2615434	147	42
BOOTSTRAP4	NZ_JH724079.1	2615441	2615941	23	21
BOOTSTRAP4	NZ_JH724079.1	2693424	2693924	153	38
BOOTSTRAP4	NZ_JH724079.1	2841183	2841683	145	35
BOOTSTRAP4	NZ_JH724079.1	2841691	2842191	18	18
BOOTSTRAP4	NZ_JH724079.1	2931085	2931585	150	34
BOOTSTRAP4	NZ_JH724079.1	3107435	3107935	126	32
BOOTSTRAP4	NZ_JH724079.1	3427333	3427833	152	37
BOOTSTRAP4	NZ_JH724079.1	3427841	3428341	23	21
BOOTSTRAP4	NZ_JH724079.1	3438829	3439329	149	40
BOOTSTRAP4	NZ_JH724079.1	3439330	3439830	36	31
BOOTSTRAP4	NZ_JH724079.1	3509756	3510256	145	36
BOOTSTRAP4	NZ_JH724079.1	3517283	3517783	15	8
BOOTSTRAP4	NZ_JH724079.1	3526515	3527015	179	43
BOOTSTRAP4	NZ_JH724079.1	3527018	3527518	13	13
BOOTSTRAP4	NZ_JH724079.1	3567889	3568389	134	34
BOOTSTRAP4	NZ_JH724079.1	3568396	3568896	33	29
BOOTSTRAP4	NZ_JH724079.1	3815529	3816029	154	33
BOOTSTRAP4	NZ_JH724079.1	3885703	3886203	113	34
BOOTSTRAP4	NZ_JH724079.1	3886206	3886706	34	24
BOOTSTRAP4	NZ_JH724079.1	3919515	3920015	105	26
BOOTSTRAP4	NZ_JH724080.1	93787	94287	157	46
BOOTSTRAP4	NZ_JH724080.1	210263	210763	33	28
BOOTSTRAP4	NZ_JH724080.1	234695	235195	13	11
BOOTSTRAP4	NZ_JH724080.1	295669	296169	14	13
BOOTSTRAP4	NZ_JH724080.1	390678	391178	32	30
BOOTSTRAP4	NZ_JH724081.1	23704	24204	119	35
BOOTSTRAP4	NZ_JH724081.1	209623	210123	132	38
BOOTSTRAP4	NZ_JH724081.1	330261	330761	132	31
BOOTSTRAP4	NZ_JH724081.1	429293	429793	108	32
BOOTSTRAP4	NZ_JH724082.1	26669	27169	131	33
BOOTSTRAP4	NZ_JH724082.1	34639	35139	18	18
BOOTSTRAP5	NZ_JH724079.1	117412	118412	265	52
BOOTSTRAP5	NZ_JH724079.1	130533	131446	278	67
BOOTSTRAP5	NZ_JH724079.1	435160	435660	19	17
BOOTSTRAP5	NZ_JH724079.1	491036	491975	298	72
BOOTSTRAP5	NZ_JH724079.1	935817	936317	255	64
BOOTSTRAP5	NZ_JH724079.1	1083887	1084387	301	65
BOOTSTRAP5	NZ_JH724079.1	1208134	1208641	274	75
BOOTSTRAP5	NZ_JH724079.1	1255341	1255841	90	24
BOOTSTRAP5	NZ_JH724079.1	1324954	1325454	264	67
BOOTSTRAP5	NZ_JH724079.1	1366425	1366925	293	67
BOOTSTRAP5	NZ_JH724079.1	1419141	1419641	272	62
BOOTSTRAP5	NZ_JH724079.1	1438935	1439436	73	69
BOOTSTRAP5	NZ_JH724079.1	1485553	1486053	257	63
BOOTSTRAP5	NZ_JH724079.1	1564741	1565241	245	62
BOOTSTRAP5	NZ_JH724079.1	1788568	1789068	278	76
BOOTSTRAP5	NZ_JH724079.1	1789069	1789569	65	47
BOOTSTRAP5	NZ_JH724079.1	1969285	1969785	275	73
BOOTSTRAP5	NZ_JH724079.1	1969786	1970286	42	39
BOOTSTRAP5	NZ_JH724079.1	1996344	1997344	253	54
BOOTSTRAP5	NZ_JH724079.1	2119697	2120197	125	30
BOOTSTRAP5	NZ_JH724079.1	2194529	2195029	117	38
BOOTSTRAP5	NZ_JH724079.1	2195030	2195530	20	17
BOOTSTRAP5	NZ_JH724079.1	2293742	2294242	92	24
BOOTSTRAP5	NZ_JH724079.1	2294252	2294752	22	16
BOOTSTRAP5	NZ_JH724079.1	2472749	2473249	158	36
BOOTSTRAP5	NZ_JH724079.1	2515591	2516091	146	41
BOOTSTRAP5	NZ_JH724079.1	2534325	2534825	150	37
BOOTSTRAP5	NZ_JH724079.1	2614934	2615434	130	35
BOOTSTRAP5	NZ_JH724079.1	2615441	2615941	26	22
BOOTSTRAP5	NZ_JH724079.1	2693424	2693924	146	47
BOOTSTRAP5	NZ_JH724079.1	2841183	2841683	142	34
BOOTSTRAP5	NZ_JH724079.1	2841691	2842191	12	12
BOOTSTRAP5	NZ_JH724079.1	2931085	2931585	118	35
BOOTSTRAP5	NZ_JH724079.1	3107435	3107935	143	35
BOOTSTRAP5	NZ_JH724079.1	3427333	3427833	119	29
BOOTSTRAP5	NZ_JH724079.1	3427841	3428341	8	7
BOOTSTRAP5	NZ_JH724079.1	3438829	3439329	137	36
BOOTSTRAP5	NZ_JH724079.1	3439330	3439830	38	31
BOOTSTRAP5	NZ_JH724079.1	3509756	3510256	116	31
BOOTSTRAP5	NZ_JH724079.1	3517283	3517783	19	7
BOOTSTRAP5	NZ_JH724079.1	3526515	3527015	204	50
BOOTSTRAP5	NZ_JH724079.1	3527018	3527518	21	21
BOOTSTRAP5	NZ_JH724079.1	3567889	3568389	106	25
BOOTSTRAP5	NZ_JH724079.1	3568396	3568896	28	19
BOOTSTRAP5	NZ_JH724079.1	3815529	3816029	148	38
BOOTSTRAP5	NZ_JH724079.1	3885703	3886203	130	44
BOOTSTRAP5	NZ_JH724079.1	3886206	3886706	34	24
BOOTSTRAP5	NZ_JH724079.1	3919515	3920015	113	29
BOOTSTRAP5	NZ_JH724080.1	93787	94287	151	44
BOOTSTRAP5	NZ_JH724080.1	210263	210763	36	32
BOOTSTRAP5	NZ_JH724080.1	234695	235195	14	13
BOOTSTRAP5	NZ_JH724080.1	295669	296169	19	16
BOOTSTRAP5	NZ_JH724080.1	390678	391178	23	18
BOOTSTRAP5	NZ_JH724081.1	23704	24204	97	30
BOOTSTRAP5	NZ_JH724081.1	209623	210123	125	35
BOOTSTRAP5	NZ_JH724081.1	330261	330761	130	34
BOOTSTRAP5	NZ_JH724081.1	429293	429793	108	32
BOOTSTRAP5	NZ_JH724082.1	26669	27169	168	46
BOOTSTRAP5	NZ_JH724082.1	34639	35139	12	12
BOOTSTRAP6	NZ_JH724079.1	117412	118412	273	52
BOOTSTRAP6	NZ_JH724079.1	130533	131446	264	59
BOOTSTRAP6	NZ_JH724079.1	435160	435660	14	11
BOOTSTRAP6	NZ_JH724079.1	491036	491975	279	66
BOOTSTRAP6	NZ_JH724079.1	935817	936317	268	68
BOOTSTRAP6	NZ_JH724079.1	1083887	1084387	245	53
BOOTSTRAP6	NZ_JH724079.1	1208134	1208641	286	74
BOOTSTRAP6	NZ_JH724079.1	1255341	1255841	109	31
BOOTSTRAP6	NZ_JH724079.1	1324954	1325454	250	53
BOOTSTRAP6	NZ_JH724079.1	1366425	1366925	314	67
BOOTSTRAP6	NZ_JH724079.1	1419141	1419641	305	74
BOOTSTRAP6	NZ_JH724079.1	1438935	1439436	70	66
BOOTSTRAP6	NZ_JH724079.1	1485553	1486053	262	68
BOOTSTRAP6	NZ_JH724079.1	1564741	1565241	224	60
BOOTSTRAP6	NZ_JH724079.1	1788568	1789068	286	65
BOOTSTRAP6	NZ_JH724079.1	1789069	1789569	61	52
BOOTSTRAP6	NZ_JH724079.1	1969285	1969785	274	77
BOOTSTRAP6	NZ_JH724079.1	1969786	1970286	29	28
BOOTSTRAP6	NZ_JH724079.1	1996344	1997344	224	47
BOOTSTRAP6	NZ_JH724079.1	2119697	2120197	121	32
BOOTSTRAP6	NZ_JH724079.1	2194529	2195029	131	32
BOOTSTRAP6	NZ_JH724079.1	2195030	2195530	27	21
BOOTSTRAP6	NZ_JH724079.1	2293742	2294242	112	30
BOOTSTRAP6	NZ_JH724079.1	2294252	2294752	12	9
BOOTSTRAP6	NZ_JH724079.1	2472749	2473249	157	41
BOOTSTRAP6	NZ_JH724079.1	2515591	2516091	120	39
BOOTSTRAP6	NZ_JH724079.1	2534325	2534825	134	34
BOOTSTRAP6	NZ_JH724079.1	2614934	2615434	126	35
BOOTSTRAP6	NZ_JH724079.1	2615441	2615941	14	13
BOOTSTRAP6	NZ_JH724079.1	2693424	2693924	139	45
BOOTSTRAP6	NZ_JH724079.1	2841183	2841683	155	43
BOOTSTRAP6	NZ_JH724079.1	2841691	2842191	18	18
BOOTSTRAP6	NZ_JH724079.1	2931085	2931585	136	33
BOOTSTRAP6	NZ_JH724079.1	3107435	3107935	116	34
BOOTSTRAP6	NZ_JH724079.1	3427333	3427833	132	32
BOOTSTRAP6	NZ_JH724079.1	3427841	3428341	14	13
BOOTSTRAP6	NZ_JH724079.1	3438829	3439329	150	45
BOOTSTRAP6	NZ_JH724079.1	3439330	3439830	25	23
BOOTSTRAP6	NZ_JH724079.1	3509756	3510256	144	36
BOOTSTRAP6	NZ_JH724079.1	3517283	3517783	13	7
BOOTSTRAP6	NZ_JH724079.1	3526515	3527015	166	50
BOOTSTRAP6	NZ_JH724079.1	3527018	3527518	22	22
BOOTSTRAP6	NZ_JH724079.1	3567889	3568389	135	34
BOOTSTRAP6	NZ_JH724079.1	3568396	3568896	29	25
BOOTSTRAP6	NZ_JH724079.1	3815529	3816029	165	40
BOOTSTRAP6	NZ_JH724079.1	3885703	3886203	133	45
BOOTSTRAP6	NZ_JH724079.1	3886206	3886706	31	24
BOOTSTRAP6	NZ_JH724079.1	3919515	3920015	124	30
BOOTSTRAP6	NZ_JH724080.1	93787	94287	149	41
BOOTSTRAP6	NZ_JH724080.1	210263	210763	39	32
BOOTSTRAP6	NZ_JH724080.1	234695	235195	26	21
BOOTSTRAP6	NZ_JH724080.1	295669	296169	22	16
BOOTSTRAP6	NZ_JH724080.1	390678	391178	32	19
BOOTSTRAP6	NZ_JH724081.1	23704	24204	117	36
BOOTSTRAP6	NZ_JH724081.1	209623	210123	97	24
BOOTSTRAP6	NZ_JH724081.1	330261	330761	133	36
BOOTSTRAP6	NZ_JH724081.1	429293	429793	101	26
BOOTSTRAP6	NZ_JH724082.1	26669	27169	156	37
BOOTSTRAP6	NZ_JH724082.1	34639	35139	18	18
BOOTSTRAP7	NZ_JH724079.1	117412	118412	244	63
BOOTSTRAP7	NZ_JH724079.1	130533	131446	289	64
BOOTSTRAP7	NZ_JH724079.1	435160	435660	17	16
BOOTSTRAP7	NZ_JH724079.1	491036	491975	256	60
BOOTSTRAP7	NZ_JH724079.1	935817	936317	260	71
BOOTSTRAP7	NZ_JH724079.1	1083887	1084387	243	57
BOOTSTRAP7	NZ_JH724079.1	1208134	1208641	301	74
