NZ_JH724080.1	133931	134665	NZ_JH724080.1_133931	0	+	21	9.0	-1	133944
NZ_JH724080.1	198643	199377	NZ_JH724080.1_198643	0	+	5	4.42855471799	-1	198645
NZ_JH724080.1	218104	218838	NZ_JH724080.1_218104	0	+	25	9.0	-1	218113
NZ_JH724080.1	247177	247911	NZ_JH724080.1_247177	0	+	26	9.0	-1	247196
NZ_JH724080.1	290857	291591	NZ_JH724080.1_290857	0	+	9	9.04560426074	-1	290861
NZ_JH724080.1	334280	335014	NZ_JH724080.1_334280	0	+	50	9.0	-1	334290
NZ_JH724080.1	410206	410940	NZ_JH724080.1_410206	0	+	8	7.81802206038	-1	410210
NZ_JH724080.1	465144	465878	NZ_JH724080.1_465144	0	+	19	9.0	-1	465157
NZ_JH724080.1	576042	576776	NZ_JH724080.1_576042	0	+	6	5.5036510986	-1	576048
NZ_JH724081.1	65913	66647	NZ_JH724081.1_65913	0	+	6	7.7570511386	-1	65915
NZ_JH724081.1	128351	129085	NZ_JH724081.1_128351	0	+	4	4.99982080909	-1	128355
NZ_JH724081.1	161231	161965	NZ_JH724081.1_161231	0	+	5	6.34532628453	-1	161235
NZ_JH724081.1	308654	309388	NZ_JH724081.1_308654	0	+	6	7.7570511386	-1	308658
NZ_JH724081.1	333049	333783	NZ_JH724081.1_333049	0	+	25	9.0	-1	333063
NZ_JH724081.1	346334	347068	NZ_JH724081.1_346334	0	+	8	10.7463311999	-1	346340
NZ_JH724081.1	360493	361227	NZ_JH724081.1_360493	0	+	5	6.34532628453	-1	360497
NZ_JH724081.1	409540	410274	NZ_JH724081.1_409540	0	+	9	12.3119274387	-1	409546
NZ_JH724081.1	485886	486620	NZ_JH724081.1_485886	0	+	7	9.2262837226	-1	485888
NZ_JH724081.1	504763	505497	NZ_JH724081.1_504763	0	+	4	4.99982080909	-1	504765
NZ_JH724082.1	15792	16526	NZ_JH724082.1_15792	0	+	13	9.0	-1	15804
NZ_JH724082.1	211583	212317	NZ_JH724082.1_211583	0	+	24	9.0	-1	211595
