Sampling	Contig	PeakStart	PeakEnd	ReadCount	ReadDepth
BOOTSTRAP3	NZ_JH724079.1	1144079	1144813	32	24
BOOTSTRAP3	NZ_JH724079.1	1280280	1281014	8	8
BOOTSTRAP3	NZ_JH724079.1	1432260	1432994	70	32
BOOTSTRAP3	NZ_JH724079.1	1519955	1520689	24	16
BOOTSTRAP3	NZ_JH724079.1	1591290	1591834	1	1
BOOTSTRAP3	NZ_JH724079.1	1654364	1655098	8	6
BOOTSTRAP3	NZ_JH724079.1	1706122	1706856	18	14
BOOTSTRAP3	NZ_JH724079.1	1760420	1761531	128	49
BOOTSTRAP3	NZ_JH724079.1	1774169	1774903	112	25
BOOTSTRAP3	NZ_JH724079.1	1900536	1901270	18	13
BOOTSTRAP3	NZ_JH724079.1	1953115	1953849	30	16
BOOTSTRAP3	NZ_JH724079.1	2193257	2193991	14	13
BOOTSTRAP3	NZ_JH724079.1	2201194	2201928	4	2
BOOTSTRAP3	NZ_JH724079.1	2426945	2427679	81	21
BOOTSTRAP3	NZ_JH724079.1	2450764	2451498	12	8
BOOTSTRAP3	NZ_JH724079.1	2522236	2522970	38	11
BOOTSTRAP3	NZ_JH724079.1	2612400	2613134	28	12
BOOTSTRAP3	NZ_JH724079.1	2671944	2672678	9	6
BOOTSTRAP3	NZ_JH724079.1	2672739	2673283	94	25
BOOTSTRAP3	NZ_JH724079.1	2777994	2778819	131	72
BOOTSTRAP3	NZ_JH724079.1	2800643	2802111	421	79
BOOTSTRAP3	NZ_JH724079.1	2810204	2810748	0	0
BOOTSTRAP3	NZ_JH724079.1	2814259	2814993	24	11
BOOTSTRAP3	NZ_JH724079.1	2845458	2846192	11	9
BOOTSTRAP3	NZ_JH724079.1	2914172	2914906	113	30
BOOTSTRAP3	NZ_JH724079.1	2965860	2966594	36	14
BOOTSTRAP3	NZ_JH724079.1	3009281	3009825	7	4
BOOTSTRAP3	NZ_JH724079.1	3189492	3190226	48	19
BOOTSTRAP3	NZ_JH724079.1	3192465	3193199	15	10
BOOTSTRAP3	NZ_JH724079.1	3229626	3230170	5	2
BOOTSTRAP3	NZ_JH724079.1	3243529	3244263	174	55
BOOTSTRAP3	NZ_JH724079.1	3264057	3264791	21	8
BOOTSTRAP3	NZ_JH724079.1	3370840	3371894	444	96
BOOTSTRAP3	NZ_JH724079.1	3423299	3424033	69	23
BOOTSTRAP3	NZ_JH724079.1	3585192	3585926	12	6
BOOTSTRAP3	NZ_JH724079.1	3624887	3625621	16	7
BOOTSTRAP3	NZ_JH724079.1	3689041	3689775	7	6
BOOTSTRAP3	NZ_JH724079.1	3690787	3691331	0	0
BOOTSTRAP3	NZ_JH724079.1	3763406	3764140	42	18
BOOTSTRAP3	NZ_JH724079.1	3813584	3814318	3	2
BOOTSTRAP3	NZ_JH724079.1	3982480	3983214	57	50
BOOTSTRAP3	NZ_JH724079.1	4000331	4000875	0	0
BOOTSTRAP3	NZ_JH724080.1	96489	97542	278	102
BOOTSTRAP3	NZ_JH724080.1	133931	134665	15	9
BOOTSTRAP3	NZ_JH724080.1	196609	197153	1	1
BOOTSTRAP3	NZ_JH724080.1	198643	199377	2	1
BOOTSTRAP3	NZ_JH724080.1	218104	218838	27	8
BOOTSTRAP3	NZ_JH724080.1	247177	247911	20	15
BOOTSTRAP3	NZ_JH724080.1	259942	260486	17	17
BOOTSTRAP3	NZ_JH724080.1	290857	291591	8	4
BOOTSTRAP3	NZ_JH724080.1	334280	335014	61	15
BOOTSTRAP3	NZ_JH724080.1	410206	410940	4	4
BOOTSTRAP3	NZ_JH724080.1	424217	424761	0	0
BOOTSTRAP3	NZ_JH724080.1	465144	465878	19	15
BOOTSTRAP3	NZ_JH724080.1	576042	576776	4	4
BOOTSTRAP3	NZ_JH724080.1	583726	584270	9	7
BOOTSTRAP3	NZ_JH724081.1	65913	66647	2	1
BOOTSTRAP3	NZ_JH724081.1	128351	129085	2	2
BOOTSTRAP3	NZ_JH724081.1	161231	161965	6	5
BOOTSTRAP3	NZ_JH724081.1	196336	196880	0	0
BOOTSTRAP3	NZ_JH724081.1	308654	309388	5	2
BOOTSTRAP3	NZ_JH724081.1	333049	333783	29	13
BOOTSTRAP3	NZ_JH724081.1	346334	347068	3	3
BOOTSTRAP3	NZ_JH724081.1	360493	361227	4	4
BOOTSTRAP3	NZ_JH724081.1	361828	362372	6	2
BOOTSTRAP3	NZ_JH724081.1	409540	410274	9	6
BOOTSTRAP3	NZ_JH724081.1	485886	486620	10	4
BOOTSTRAP3	NZ_JH724081.1	504763	505497	3	2
BOOTSTRAP3	NZ_JH724081.1	508475	509019	0	0
BOOTSTRAP3	NZ_JH724082.1	6999	7543	0	0
BOOTSTRAP3	NZ_JH724082.1	9923	10467	0	0
BOOTSTRAP3	NZ_JH724082.1	15792	16526	15	14
BOOTSTRAP3	NZ_JH724082.1	197654	198198	0	0
BOOTSTRAP3	NZ_JH724082.1	211583	212317	22	12
BOOTSTRAP4	NZ_JH724079.1	67578	68312	8	7
BOOTSTRAP4	NZ_JH724079.1	274534	275268	19	12
BOOTSTRAP4	NZ_JH724079.1	524767	525501	20	10
BOOTSTRAP4	NZ_JH724079.1	552265	552999	269	90
BOOTSTRAP4	NZ_JH724079.1	598995	599729	375	90
BOOTSTRAP4	NZ_JH724079.1	647503	648237	9	9
BOOTSTRAP4	NZ_JH724079.1	657177	657911	1478	1287
BOOTSTRAP4	NZ_JH724079.1	787220	787954	22	14
BOOTSTRAP4	NZ_JH724079.1	794357	795091	402	83
BOOTSTRAP4	NZ_JH724079.1	824145	824879	15	10
BOOTSTRAP4	NZ_JH724079.1	868394	869128	359	67
BOOTSTRAP4	NZ_JH724079.1	914721	915455	19	19
BOOTSTRAP4	NZ_JH724079.1	1069096	1069830	219	47
BOOTSTRAP4	NZ_JH724079.1	1144079	1144813	25	15
BOOTSTRAP4	NZ_JH724079.1	1280280	1281014	10	10
BOOTSTRAP4	NZ_JH724079.1	1432260	1432994	52	19
BOOTSTRAP4	NZ_JH724079.1	1519955	1520689	24	12
BOOTSTRAP4	NZ_JH724079.1	1591290	1591834	1	1
BOOTSTRAP4	NZ_JH724079.1	1654364	1655098	12	9
BOOTSTRAP4	NZ_JH724079.1	1706122	1706856	13	12
BOOTSTRAP4	NZ_JH724079.1	1760420	1761531	145	60
BOOTSTRAP4	NZ_JH724079.1	1774169	1774903	141	38
BOOTSTRAP4	NZ_JH724079.1	1900536	1901270	27	13
BOOTSTRAP4	NZ_JH724079.1	1953115	1953849	19	10
BOOTSTRAP4	NZ_JH724079.1	2193257	2193991	9	9
BOOTSTRAP4	NZ_JH724079.1	2201194	2201928	11	7
BOOTSTRAP4	NZ_JH724079.1	2426945	2427679	64	15
BOOTSTRAP4	NZ_JH724079.1	2450764	2451498	7	3
BOOTSTRAP4	NZ_JH724079.1	2522236	2522970	32	11
BOOTSTRAP4	NZ_JH724079.1	2612400	2613134	34	12
BOOTSTRAP4	NZ_JH724079.1	2671944	2672678	9	7
BOOTSTRAP4	NZ_JH724079.1	2672739	2673283	97	27
BOOTSTRAP4	NZ_JH724079.1	2777994	2778819	131	76
BOOTSTRAP4	NZ_JH724079.1	2800643	2802111	388	73
BOOTSTRAP4	NZ_JH724079.1	2810204	2810748	0	0
BOOTSTRAP4	NZ_JH724079.1	2814259	2814993	17	11
BOOTSTRAP4	NZ_JH724079.1	2845458	2846192	10	9
BOOTSTRAP4	NZ_JH724079.1	2914172	2914906	81	27
BOOTSTRAP4	NZ_JH724079.1	2965860	2966594	34	12
BOOTSTRAP4	NZ_JH724079.1	3009281	3009825	6	2
BOOTSTRAP4	NZ_JH724079.1	3189492	3190226	63	18
BOOTSTRAP4	NZ_JH724079.1	3192465	3193199	21	14
BOOTSTRAP4	NZ_JH724079.1	3229626	3230170	3	2
BOOTSTRAP4	NZ_JH724079.1	3243529	3244263	193	67
BOOTSTRAP4	NZ_JH724079.1	3264057	3264791	12	4
BOOTSTRAP4	NZ_JH724079.1	3370840	3371894	451	96
BOOTSTRAP4	NZ_JH724079.1	3423299	3424033	70	23
BOOTSTRAP4	NZ_JH724079.1	3585192	3585926	12	8
BOOTSTRAP4	NZ_JH724079.1	3624887	3625621	30	13
BOOTSTRAP4	NZ_JH724079.1	3689041	3689775	11	9
BOOTSTRAP4	NZ_JH724079.1	3690787	3691331	0	0
BOOTSTRAP4	NZ_JH724079.1	3763406	3764140	44	22
BOOTSTRAP4	NZ_JH724079.1	3813584	3814318	11	6
BOOTSTRAP4	NZ_JH724079.1	3982480	3983214	43	35
BOOTSTRAP4	NZ_JH724079.1	4000331	4000875	0	0
BOOTSTRAP4	NZ_JH724080.1	96489	97542	249	89
BOOTSTRAP4	NZ_JH724080.1	133931	134665	17	12
BOOTSTRAP4	NZ_JH724080.1	196609	197153	1	1
BOOTSTRAP4	NZ_JH724080.1	198643	199377	4	3
BOOTSTRAP4	NZ_JH724080.1	218104	218838	23	8
BOOTSTRAP4	NZ_JH724080.1	247177	247911	16	10
BOOTSTRAP4	NZ_JH724080.1	259942	260486	16	16
BOOTSTRAP4	NZ_JH724080.1	290857	291591	8	4
BOOTSTRAP4	NZ_JH724080.1	334280	335014	41	10
BOOTSTRAP4	NZ_JH724080.1	410206	410940	7	3
BOOTSTRAP4	NZ_JH724080.1	424217	424761	0	0
BOOTSTRAP4	NZ_JH724080.1	465144	465878	14	11
BOOTSTRAP4	NZ_JH724080.1	576042	576776	8	8
BOOTSTRAP4	NZ_JH724080.1	583726	584270	2	2
BOOTSTRAP4	NZ_JH724081.1	65913	66647	3	2
BOOTSTRAP4	NZ_JH724081.1	128351	129085	2	2
BOOTSTRAP4	NZ_JH724081.1	161231	161965	0	0
BOOTSTRAP4	NZ_JH724081.1	196336	196880	0	0
BOOTSTRAP4	NZ_JH724081.1	308654	309388	7	5
BOOTSTRAP4	NZ_JH724081.1	333049	333783	22	14
BOOTSTRAP4	NZ_JH724081.1	346334	347068	9	5
BOOTSTRAP4	NZ_JH724081.1	360493	361227	3	3
BOOTSTRAP4	NZ_JH724081.1	361828	362372	3	2
BOOTSTRAP4	NZ_JH724081.1	409540	410274	8	8
